 |       | multijet      | vbfhbb      | vbfhcc      | ggfhbb      | ggfhcc      | ttbar      | vbfz      | qcdz      | qcdw      | vbfw      | bias_2223      | bias_2223 |
 | JET_JER_EffectiveNP_7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.113387 / -0.0966473 | 0 / 0 | -4.45555e-06 / 5.06606e-06 | 0.0973841 / -0.0972928 | 0.0132195 / -0.0132183 | -0.0315856 / 0.0345146 | 0 / 0 | 0 / 0 |
 | dmu_ttCCSR5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.496886 / -0.498178 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | dmu_zCCSR5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.512263 / -0.503925 | 0.512263 / -0.503925 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Mixed3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0136625 / 0.0136623 | 0.0294301 / -0.0294274 | 0.0118245 / -0.0118247 | 0 / 0 | 0 / 0 | 0 / 0 |
 | dmu_wCCSR5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.523902 / -0.508743 | 0.523902 / -0.508743 | 0 / 0 | 0 / 0 |
 | dmu_biasCCSR5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.6935 / -0.92105 | 0 / 0 |
 | gamma_stat_CCSR5_run3_bin_0 | 0 / 0 | 0.000542516 / -0.000542516 | 0.000474613 / -0.000474613 | 0.00107365 / -0.00107365 | 0.000106383 / -0.000106383 | 0.00114546 / -0.00114546 | 0.000914522 / -0.000914522 | 0.000742948 / -0.000742948 | 0.00463284 / -0.00463284 | 0.0015816 / -0.0015816 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR5_run3_bin_1 | 0 / 0 | 0.000717621 / -0.000717621 | 0.000460282 / -0.000460282 | 9.11076e-05 / -9.11076e-05 | 1.04356e-05 / -1.04356e-05 | 3.6701e-08 / -3.6701e-08 | 0.00139967 / -0.00139967 | 0.00266688 / -0.00266688 | 0.00618334 / -0.00618334 | 0.00330354 / -0.00330354 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR5_run3_bin_2 | 0 / 0 | 0.00069026 / -0.00069026 | 0.000302575 / -0.000302575 | 0.00528168 / -0.00528168 | 0.000336062 / -0.000336062 | 3.0677e-08 / -3.0677e-08 | 0.00221426 / -0.00221426 | 0.00809528 / -0.00809528 | 0.00325711 / -0.00325711 | 0.00481668 / -0.00481668 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR5_run3_bin_3 | 0 / 0 | 0.00026821 / -0.00026821 | 0.00032366 / -0.00032366 | 6.43584e-07 / -6.43584e-07 | 3.94953e-08 / -3.94953e-08 | 0.000205763 / -0.000205763 | 0.00252405 / -0.00252405 | 0.00130305 / -0.00130305 | 0.00362761 / -0.00362761 | 0.00732754 / -0.00732754 | 0 / 0 | 0 / 0 |
